https://www.ctcrash.uconn.edu/QueryTool2.action?qid=215822
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1380538","2","1","Vehicle in Operation","1","Subaru","2017","2017","Forester 2.5i","Red","E","Eastbound","false","22","Motor Vehicle In Motion","4","Changing Lanes","0","None","88","Not Applicable","55","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","4","Changing Lanes","0","None","JF2SJABC9HH422916","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haddam","CT","","06469","","false","","false","false","I-84","false","CT","false","false","1","Motor Club Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1380539","1","1","Vehicle in Operation","1","Toyota","2022","2022","Rav4 Xle","Gray","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","65","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","6","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2T3P1RFV6NC276688","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Ellington","CT","","06029","","false","A&M ","false","false","I-84","false","CT","false","false","1","USAA General Indemnity Company  GIC","","","","","","","","","","","","","","","","","","","","2026-07-15","","","",""
"1380539","2","1","Vehicle in Operation","1","Cadillac","2015","2015","Xts Luxury","Silver","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","65","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","6","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","2G61N5S35F9239362","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Storrs","CT","","06268","","false","n/a","false","false","I-84","false","CT","false","false","1","American Commerce Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1380548","1","1","Vehicle in Operation","1","Toyota","2017","2017","Corolla","Black","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BURHE9HC833119","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor","CT","","06095","","false","160 Windsor Ave Windsor, CT 06095","false","false","Windsor Avenue","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1380548","2","1","Vehicle in Operation","1","Acura","2016","2016","Rdx Technology","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","5J8TB4H52GL001028","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06112","","false","245A  EAST BARBER ST., WINDSOR, CT 06095","false","false","Rte 218","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1380555","1","1","Vehicle in Operation","1","Subaru","2024","2024","Crosstrek Premium","Blue","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","JF2GUADC2R8285961","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Phoenix","AZ","","85004","","false","","false","false","New London TPKE","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1380555","2","1","Vehicle in Operation","1","Audi","2023","2023","Q5 Premium 45","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","WA1GAAFYXP2123022","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Glastonbury","CT","","06033","","false","","false","false","New London TPKE","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","2027-03-22","","","",""
"1380556","1","1","Vehicle in Operation","1","Toyota","2005","2005","Corolla CE/LE/S","Black","S","Southbound","false","22","Motor Vehicle In Motion","10","Entering Traffic Lane","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","10","Entering Traffic Lane","0","None","2T1BR32EX5C382009","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Britain","CT","","06051","","false","","false","false","Broad St","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1380556","2","1","Vehicle in Operation","1","Toyota","2016","2016","Rav4 Hv Hybrid Limit","White","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JTMDJREVXGD001277","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Britain","CT","","06053","","false","Johns Auto","false","false","Broad St","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1380557","1","1","Vehicle in Operation","1","FORD","2018","2018","Escape Se","Black","E","Eastbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","99","Unknown","","","25","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","99","Unknown","1FMCU9GD1JUB16036","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","UnitedStates","06112","true","false","Modern Garage 100 A Airport Road, Hartford, CT","false","false","Tower Avenue ","false","CT","false","false","1","State Farm ","","","","","","","","","","","","","","","","","","","","2026-08-14","","","",""
"1380557","2","1","Vehicle in Operation","1","HOND","2014","2014","l","Green","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","","","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","1HGCR2F8XEA135307","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","UnitedStates","06112","true","false","","false","false","Tower Avenue","false","CT","false","false","1","Progressive ","","","","","","","","","","","","","","","","","","","","","","","",""
"1380558","1","99","Unknown","1","CHEV","2004","2004","K1500 Suburban","Black","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","","","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","9","Sector 9 (West) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","1GNFK16T64J233741","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","Hartford","CT","","06105","false","false","","false","false","Park Terrace","false","CT","false","false","88","Tinker Reality","","","","","","","","","","","","","","","","","","","","2026-03-03","","","",""
"1380558","2","99","Unknown","1","NISS","2021","2021","Altima Sr","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","6","Turning Right","0","None","","","","","","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","6","Turning Right","0","None","1N4BL4CW6MN326178","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","","","","","false","false","","false","false","Park Street","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380559","1","1","Vehicle in Operation","1","TOYT","2011","2011","Avalon/limited","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","","","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","13","Stopped in Traffic","0","None","4T1BK3DB8BU404574","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Glastonbury","CT","UnitedStates","06033","true","false","","false","false","Asylum Ave","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1380559","2","1","Vehicle in Operation","1","TOYT","2010","2010","Rav4 Sport","White","W","Westbound","false","22","Motor Vehicle In Motion","3","Backing","0","None","","","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","3","Backing","0","None","JTMRK4DV8AD016990","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","UnitedStates","06105","false","false","","false","false","Asylum Avenue","false","CT","false","false","1","New South","","","","","","","","","","","","","","","","","","","","","","","",""
"1380560","1","1","Vehicle in Operation","1","FORD","2021","2021","Ecosport Se","Red","S","Southbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","","","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","MAJ6S3GL3MC455098","4","Flashing Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","","false","false","","false","false","Forest Street","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","","","","",""
"1380560","2","1","Vehicle in Operation","1","HOND","2005","2005","Accord Hybrid","Red","S","Southbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","","","","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","7","Turning Left","0","None","JHMCN36595C007696","4","Flashing Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06120","true","false","Friendlys","false","false","Capitol Ave","false","CT","true","false","1","No Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1380561","1","1","Vehicle in Operation","1","ACUR","2022","2022","RDX","","N","Northbound","false","41","Utility Pole","1","Straight Ahead","0","None","","","","2","Towed But not Due to Disabling Damage","5","One-Way Trafficway","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5J8TC2H62NL003238","1","No Control Device","88","Not Applicable","41","Utility Pole","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Britain","CT","UnitedStates","06053","false","true","Metro Auto Body and Towing, INC","false","false","Amity Street","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380562","1","1","Vehicle in Operation","2","GMC","2012","2012","ACA","Black","W","Westbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","","","","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","1GKKVRED7CJ384680","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Hartford","CT","","","false","false","Central Auto","false","false","Farmington Ave","false","CT","false","false","1","Statefarm","","","","","","","","","","","","","","","","","","","","","","","",""
